pk,address,city,state,zip_code,unit_number,sq_ft,bedrooms,baths,property,building
705,10470 S. Jordan Gateway,South Jordan,UT,84095,404,713,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
706,10470 S. Jordan Gateway,South Jordan,UT,84095,405,883,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
707,10470 S. Jordan Gateway,South Jordan,UT,84095,406,730,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
708,10470 S. Jordan Gateway,South Jordan,UT,84095,407,765,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
709,10470 S. Jordan Gateway,South Jordan,UT,84095,408,873,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
710,10470 S. Jordan Gateway,South Jordan,UT,84095,409,715,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
711,10470 S. Jordan Gateway,South Jordan,UT,84095,410,852,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
712,10470 S. Jordan Gateway,South Jordan,UT,84095,411,774,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
713,10470 S. Jordan Gateway,South Jordan,UT,84095,412,779,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
714,10470 S. Jordan Gateway,South Jordan,UT,84095,413,841,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
715,10470 S. Jordan Gateway,South Jordan,UT,84095,414,799,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
716,10470 S. Jordan Gateway,South Jordan,UT,84095,415,862,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
717,10470 S. Jordan Gateway,South Jordan,UT,84095,416,796,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
718,10470 S. Jordan Gateway,South Jordan,UT,84095,417,709,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
719,10470 S. Jordan Gateway,South Jordan,UT,84095,418,756,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
720,10470 S. Jordan Gateway,South Jordan,UT,84095,419,840,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
721,10470 S. Jordan Gateway,South Jordan,UT,84095,420,826,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
722,10470 S. Jordan Gateway,South Jordan,UT,84095,421,838,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
723,10470 S. Jordan Gateway,South Jordan,UT,84095,422,864,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
724,10470 S. Jordan Gateway,South Jordan,UT,84095,423,839,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
725,10470 S. Jordan Gateway,South Jordan,UT,84095,424,829,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
726,10470 S. Jordan Gateway,South Jordan,UT,84095,425,754,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
727,10470 S. Jordan Gateway,South Jordan,UT,84095,426,780,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
728,10470 S. Jordan Gateway,South Jordan,UT,84095,427,791,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
729,10470 S. Jordan Gateway,South Jordan,UT,84095,428,770,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
730,10470 S. Jordan Gateway,South Jordan,UT,84095,429,898,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
731,10470 S. Jordan Gateway,South Jordan,UT,84095,430,832,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
732,10470 S. Jordan Gateway,South Jordan,UT,84095,431,746,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
733,10470 S. Jordan Gateway,South Jordan,UT,84095,432,830,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
734,10470 S. Jordan Gateway,South Jordan,UT,84095,433,716,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
735,10470 S. Jordan Gateway,South Jordan,UT,84095,434,735,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
736,10470 S. Jordan Gateway,South Jordan,UT,84095,435,804,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
737,10470 S. Jordan Gateway,South Jordan,UT,84095,436,724,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
738,10470 S. Jordan Gateway,South Jordan,UT,84095,437,763,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
739,10470 S. Jordan Gateway,South Jordan,UT,84095,438,731,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
740,10470 S. Jordan Gateway,South Jordan,UT,84095,439,771,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
741,10470 S. Jordan Gateway,South Jordan,UT,84095,440,870,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
742,10470 S. Jordan Gateway,South Jordan,UT,84095,441,779,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
743,10470 S. Jordan Gateway,South Jordan,UT,84095,442,726,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
744,10470 S. Jordan Gateway,South Jordan,UT,84095,443,859,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
745,10470 S. Jordan Gateway,South Jordan,UT,84095,444,836,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
746,10470 S. Jordan Gateway,South Jordan,UT,84095,445,794,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
747,10470 S. Jordan Gateway,South Jordan,UT,84095,446,879,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
748,10470 S. Jordan Gateway,South Jordan,UT,84095,447,832,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
749,10470 S. Jordan Gateway,South Jordan,UT,84095,448,847,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
750,10470 S. Jordan Gateway,South Jordan,UT,84095,449,722,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
751,10470 S. Jordan Gateway,South Jordan,UT,84095,450,850,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
752,10470 S. Jordan Gateway,South Jordan,UT,84095,451,888,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
753,10470 S. Jordan Gateway,South Jordan,UT,84095,452,818,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
754,10470 S. Jordan Gateway,South Jordan,UT,84095,453,787,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
755,10470 S. Jordan Gateway,South Jordan,UT,84095,454,765,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
756,10470 S. Jordan Gateway,South Jordan,UT,84095,455,743,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
757,10470 S. Jordan Gateway,South Jordan,UT,84095,456,771,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
758,10470 S. Jordan Gateway,South Jordan,UT,84095,457,827,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
759,10470 S. Jordan Gateway,South Jordan,UT,84095,458,737,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
760,10470 S. Jordan Gateway,South Jordan,UT,84095,459,861,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
761,10470 S. Jordan Gateway,South Jordan,UT,84095,460,789,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
762,10470 S. Jordan Gateway,South Jordan,UT,84095,461,740,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
763,10470 S. Jordan Gateway,South Jordan,UT,84095,462,747,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
764,10470 S. Jordan Gateway,South Jordan,UT,84095,463,745,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
765,10470 S. Jordan Gateway,South Jordan,UT,84095,464,817,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
766,10470 S. Jordan Gateway,South Jordan,UT,84095,465,767,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
767,10470 S. Jordan Gateway,South Jordan,UT,84095,466,788,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
768,10470 S. Jordan Gateway,South Jordan,UT,84095,467,794,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
769,10470 S. Jordan Gateway,South Jordan,UT,84095,468,776,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
770,10470 S. Jordan Gateway,South Jordan,UT,84095,469,890,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
771,10470 S. Jordan Gateway,South Jordan,UT,84095,470,724,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
772,10470 S. Jordan Gateway,South Jordan,UT,84095,471,899,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
773,10470 S. Jordan Gateway,South Jordan,UT,84095,472,833,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
774,10470 S. Jordan Gateway,South Jordan,UT,84095,473,754,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
775,10470 S. Jordan Gateway,South Jordan,UT,84095,474,707,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
776,10470 S. Jordan Gateway,South Jordan,UT,84095,475,743,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
777,10470 S. Jordan Gateway,South Jordan,UT,84095,476,848,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
778,10470 S. Jordan Gateway,South Jordan,UT,84095,477,773,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
779,10470 S. Jordan Gateway,South Jordan,UT,84095,478,838,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
780,10470 S. Jordan Gateway,South Jordan,UT,84095,479,737,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
781,10470 S. Jordan Gateway,South Jordan,UT,84095,480,818,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
782,10470 S. Jordan Gateway,South Jordan,UT,84095,481,749,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
783,10470 S. Jordan Gateway,South Jordan,UT,84095,482,811,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
784,10470 S. Jordan Gateway,South Jordan,UT,84095,483,851,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
785,10470 S. Jordan Gateway,South Jordan,UT,84095,484,838,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
786,10470 S. Jordan Gateway,South Jordan,UT,84095,485,777,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
787,10470 S. Jordan Gateway,South Jordan,UT,84095,486,743,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
788,10470 S. Jordan Gateway,South Jordan,UT,84095,487,769,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
789,10470 S. Jordan Gateway,South Jordan,UT,84095,488,850,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
790,10470 S. Jordan Gateway,South Jordan,UT,84095,489,788,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
791,10470 S. Jordan Gateway,South Jordan,UT,84095,490,782,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
792,10470 S. Jordan Gateway,South Jordan,UT,84095,491,855,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
793,10470 S. Jordan Gateway,South Jordan,UT,84095,492,795,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
794,10470 S. Jordan Gateway,South Jordan,UT,84095,493,826,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
795,10470 S. Jordan Gateway,South Jordan,UT,84095,494,769,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
796,10470 S. Jordan Gateway,South Jordan,UT,84095,495,870,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
797,10470 S. Jordan Gateway,South Jordan,UT,84095,496,810,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
798,10470 S. Jordan Gateway,South Jordan,UT,84095,497,824,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
799,10470 S. Jordan Gateway,South Jordan,UT,84095,498,843,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
800,10470 S. Jordan Gateway,South Jordan,UT,84095,499,746,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
